estimator,experiment,scenario,platform,sigma_a,tdma_interval,init_range_scale,rmse,ate,final_error,mean_nees,converged
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,5.0,1,2.0962096517270754,2.0962096517270754,1.3343004589684604,3.470428642819391,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,5.0,1,0.4469804174059428,0.4469804174059428,0.3753181568362349,3.0009269581291127,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,5.0,1,0.7400575489357742,0.7400575489357742,0.3888224547746777,3.328745528095466,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,5.0,1,0.5061920063818663,0.5061920063818663,0.2630435070864341,3.0205025227015723,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,5.0,1,0.6788059346546809,0.6788059346546809,0.3846842231983632,3.2804664108589647,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,5.0,1,0.4967778004390646,0.4967778004390646,0.2735083658801621,3.0124736735999114,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,10.0,1,2.351879221068937,2.351879221068937,2.862828209696309,3.03796304509586,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,10.0,1,0.4449334014273001,0.4449334014273001,0.1486942005298262,3.024002626057878,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,10.0,1,0.7096132322922615,0.7096132322922615,1.678164819252088,3.0522729697187527,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,10.0,1,0.4555911036683599,0.4555911036683599,0.1441988368435971,3.021187383972924,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,10.0,1,0.6708392202306469,0.6708392202306469,1.411381144850812,3.0620493997576905,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,10.0,1,0.4629823131492451,0.4629823131492451,0.1817950245611033,3.016929611450429,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,20.0,1,5.397295321412012,5.397295321412012,3.868299403714067,3.003978375423745,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,20.0,1,0.423150756058709,0.423150756058709,0.128105079257936,3.005797039721473,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,20.0,1,0.8584095027278631,0.8584095027278631,1.5411672494161273,4.244323308621014,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,20.0,1,0.4148528422658401,0.4148528422658401,0.1569507667184944,3.009472846715156,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,20.0,1,0.836317896070633,0.836317896070633,1.4512710383194891,4.203798032697988,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,20.0,1,0.4179509826775365,0.4179509826775365,0.1554216244629293,3.0099872078673195,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,30.0,1,2214.2621203583262,2214.2621203583262,5359.930381383147,3.540415665956483,False
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,30.0,1,0.5508597055549364,0.5508597055549364,0.2896227744529846,3.0249141515636193,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,30.0,1,0.9045543665596554,0.9045543665596554,0.8479311354817946,3.0397208328195284,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,30.0,1,0.4220745834412719,0.4220745834412719,0.1252824567848051,3.0113233220946416,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,30.0,1,0.8693564232015499,0.8693564232015499,0.7800788661315754,3.0158031829753065,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,30.0,1,0.423377736155167,0.423377736155167,0.1249087762929646,3.010458783824702,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,60.0,1,22.86963188063409,22.86963188063409,2.1638863765212,10.831586207230009,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,60.0,1,0.4163338043222125,0.4163338043222125,0.1369990887863984,3.0092976535396234,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,60.0,1,0.9649454257493096,0.9649454257493096,0.9109624161734634,6.5632213912940545,True
FGO,exp3_tdma_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,60.0,1,0.4164411401443101,0.4164411401443101,0.1280709888712131,3.0091597954084683,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,60.0,1,0.93524388014606,0.93524388014606,0.9038951998185776,5.962802853658804,True
FGO,exp3_tdma_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,60.0,1,0.4173293132085954,0.4173293132085954,0.1281156719779481,3.0100320349155725,True
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,120.0,1,25.289773265611316,25.289773265611316,15.206878331295972,2322.7503567216763,False
FGO,exp3_tdma_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,120.0,1,0.4154025799272818,0.4154025799272818,0.130037886800617,3.0091122916642203,True
