estimator,experiment,scenario,platform,sigma_a,tdma_interval,packet_loss_prob,init_range_scale,rmse,ate,final_error,mean_nees,converged
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,5.0,0.0,1,2.2678867545371655,2.2678867545371655,1.3126509564595985,3.5207776529315984,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,5.0,0.0,1,0.4661019088087787,0.4661019088087787,0.3938395006716971,3.0032631790675492,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,5.0,0.0,1,0.7399153658154367,0.7399153658154367,0.3892545395829744,3.333577901705435,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,5.0,0.0,1,0.505280095524501,0.505280095524501,0.2617263252616982,3.020364298849506,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,5.0,0.0,1,0.6787213728513455,0.6787213728513455,0.4338598553266469,3.339899567198372,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,5.0,0.0,1,0.5185625141789018,0.5185625141789018,0.2586820827844996,3.0086881348946135,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,5.0,0.1,1,1.8223798358059495,1.8223798358059495,0.808742980218508,3.1151617509388596,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,5.0,0.1,1,0.438111871961547,0.438111871961547,0.3581934487763794,3.0169323346140944,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,5.0,0.1,1,0.7427747386811233,0.7427747386811233,0.8368931503429494,3.4252898941372876,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,5.0,0.1,1,0.6759889977422573,0.6759889977422573,0.5964474073163424,3.016616475576426,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,5.0,0.1,1,0.700402275193639,0.700402275193639,0.7321629196363805,3.3696576543134875,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,5.0,0.1,1,0.4812680177779019,0.4812680177779019,0.5490274758603555,3.0032258649161743,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,5.0,0.3,1,3.0264387006868634,3.0264387006868634,2.5336703432053445,3.01285872852836,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,5.0,0.3,1,0.4292320941018916,0.4292320941018916,0.4599743034628675,3.0077422906590328,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,5.0,0.3,1,0.7332630998622296,0.7332630998622296,0.5137582225224734,3.5719183626277435,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,5.0,0.3,1,0.4539208254791913,0.4539208254791913,0.5489680010117757,3.0258599057469566,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,5.0,0.3,1,0.6881604457111195,0.6881604457111195,0.4030961834279813,3.553472501015739,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,5.0,0.3,1,0.464976918581335,0.464976918581335,0.6073619718937454,3.014578499084672,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,5.0,0.5,1,2.7160679075825125,2.7160679075825125,0.179764474586195,3.1663454957822905,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,5.0,0.5,1,0.4559506022315681,0.4559506022315681,0.2587832340177534,3.013515991281217,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,5.0,0.5,1,0.8834859747473295,0.8834859747473295,0.1887082787985069,3.2963622776202817,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,5.0,0.5,1,0.4696400620689611,0.4696400620689611,0.1894127472830737,3.031811172197757,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,5.0,0.5,1,0.8354679378284366,0.8354679378284366,0.1504837344807003,3.28697329370236,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,5.0,0.5,1,0.4709735375014206,0.4709735375014206,0.1563063755027912,3.0387450681051535,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,5.0,0.7,1,4.668833884140708,4.668833884140708,3.1248722309330836,3.597063227757525,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,5.0,0.7,1,0.4263503771671282,0.4263503771671282,0.1838370719963686,3.007814625577311,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,5.0,0.7,1,1.26922649454022,1.26922649454022,1.137581065826096,3.0310012539183933,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,5.0,0.7,1,0.4257567126782944,0.4257567126782944,0.1969056520692448,3.0078059727989483,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ROV,0.02,5.0,0.7,1,1.2130677377387498,1.2130677377387498,1.138840478809264,3.0326846181030165,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 3: Bearing + range + depth,ASV,0.02,5.0,0.7,1,0.4162635043578881,0.4162635043578881,0.2016358372685194,3.0041029530934766,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ROV,0.02,5.0,0.9,1,9.131502247581649,9.131502247581649,9.477137519133358,3.874592780727117,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 1: Bearing-only,ASV,0.02,5.0,0.9,1,0.42018009155656,0.42018009155656,0.1268392257571802,3.0092973961767417,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ROV,0.02,5.0,0.9,1,1.6947479134080232,1.6947479134080232,0.9858669336827056,5.266647229919916,True
FGO,exp4_packet_loss_sweep,FGO - Scenario 2: Bearing + range,ASV,0.02,5.0,0.9,1,0.3927162464529236,0.3927162464529236,0.2314460405332046,3.006995259638327,True
